ncbi_gene_id,gene_symbol,association_type,disease_id
859,CAV3,MENDELIAN,OMIM:192600
4624,MYH6,MENDELIAN,OMIM:192600
4625,MYH7,MENDELIAN,OMIM:192600
390594,KBTBD13,MENDELIAN,OMIM:609273
2706,GJB2,MENDELIAN,OMIM:124500
8635,RNASET2,MENDELIAN,OMIM:612951
1200,TPP1,MENDELIAN,OMIM:609270
8398,PLA2G6,MENDELIAN,OMIM:612953
25939,SAMHD1,MENDELIAN,OMIM:612952
5573,PRKAR1A,MENDELIAN,OMIM:101800
6640,SNTA1,MENDELIAN,OMIM:612955
9531,BAG3,MENDELIAN,OMIM:612954
1804,DPP6,POLYGENIC,OMIM:612956
54507,ADAMTSL4,MENDELIAN,OMIM:225200
977,CD151,MENDELIAN,OMIM:179620
9927,MFN2,MENDELIAN,OMIM:609260
2254,FGF9,MENDELIAN,OMIM:612961
2516,NR5A1,MENDELIAN,OMIM:612964
2516,NR5A1,MENDELIAN,OMIM:612965
2301,FOXE3,MENDELIAN,OMIM:612968
6469,SHH,MENDELIAN,OMIM:611638
11200,CHEK2,MENDELIAN,OMIM:609265
10060,ABCC9,MENDELIAN,OMIM:239850
79776,ZFHX4,MENDELIAN,OMIM:178300
64131,XYLT1,POLYGENIC,OMIM:264800
64132,XYLT2,POLYGENIC,OMIM:264800
368,ABCC6,MENDELIAN,OMIM:264800
79365,BHLHE41,MENDELIAN,OMIM:612975
23529,CLCF1,MENDELIAN,OMIM:610313
6927,HNF1A,MENDELIAN,OMIM:142330
9657,IQCB1,MENDELIAN,OMIM:609254
3549,IHH,MENDELIAN,OMIM:112500
8200,GDF5,MENDELIAN,OMIM:201250
3851,KRT4,MENDELIAN,OMIM:193900
4668,NAGA,MENDELIAN,OMIM:609241
9487,PIGL,MENDELIAN,OMIM:280000
84233,TMEM126A,MENDELIAN,OMIM:612989
84153,RNASEH2C,MENDELIAN,OMIM:610329
4668,NAGA,MENDELIAN,OMIM:609242
26580,BSCL2,MENDELIAN,OMIM:270685
4254,KITLG,MENDELIAN,OMIM:611664
10535,RNASEH2A,MENDELIAN,OMIM:610333
117144,CATSPER1,MENDELIAN,OMIM:612997
117155,CATSPER2,MENDELIAN,OMIM:612997
161497,STRC,MENDELIAN,OMIM:612997
8823,FGF16,MENDELIAN,OMIM:309630
23224,SYNE2,MENDELIAN,OMIM:612999
8517,IKBKG,MENDELIAN,OMIM:308300
9935,MAFB,MENDELIAN,OMIM:166300
23345,SYNE1,MENDELIAN,OMIM:612998
10262,SF3B4,MENDELIAN,OMIM:154400
3852,KRT5,MENDELIAN,OMIM:131760
3861,KRT14,MENDELIAN,OMIM:131760
80821,DDHD1,MENDELIAN,OMIM:609340
494513,PJVK,MENDELIAN,OMIM:610220
84515,MCM8,MENDELIAN,OMIM:612885
5894,RAF1,MENDELIAN,OMIM:611554
5894,RAF1,MENDELIAN,OMIM:611553
2997,GYS1,MENDELIAN,OMIM:611556
79755,ZNF750,MENDELIAN,OMIM:610227
3291,HSD11B2,MENDELIAN,OMIM:218030
2629,GBA1,MENDELIAN,OMIM:608013
5468,PPARG,MENDELIAN,OMIM:609338
3909,LAMA3,MENDELIAN,OMIM:245660
6335,SCN9A,MENDELIAN,OMIM:243000
23322,RPGRIP1L,MENDELIAN,OMIM:611561
23322,RPGRIP1L,MENDELIAN,OMIM:611560
846,CASR,POLYGENIC,OMIM:612899
4868,NPHS1,MENDELIAN,OMIM:256300
7827,NPHS2,MENDELIAN,OMIM:600995
1687,GSDME,MENDELIAN,OMIM:600994
1427,CRYGS,MENDELIAN,OMIM:116100
1029,CDKN2A,POLYGENIC,OMIM:155755
348,APOE,MENDELIAN,OMIM:269600
118813,ZFYVE27,MENDELIAN,OMIM:610244
5173,PDYN,MENDELIAN,OMIM:610245
10939,AFG3L2,MENDELIAN,OMIM:610246
7840,ALMS1,MENDELIAN,OMIM:203800
5896,RAG1,MENDELIAN,OMIM:233650
5897,RAG2,MENDELIAN,OMIM:233650
6598,SMARCB1,MENDELIAN,OMIM:609322
4212,MEIS2,MENDELIAN,OMIM:600987
65055,REEP1,MENDELIAN,OMIM:610250
217,ALDH2,MENDELIAN,OMIM:610251
79813,EHMT1,MENDELIAN,OMIM:610253
6663,SOX10,MENDELIAN,OMIM:611584
2301,FOXE3,MENDELIAN,OMIM:610256
2629,GBA1,MENDELIAN,OMIM:231005
2218,FKTN,MENDELIAN,OMIM:611588
3265,HRAS,MENDELIAN,OMIM:218040
1174,AP1S1,MENDELIAN,OMIM:609313
4292,MLH1,MENDELIAN,OMIM:609310
121512,FGD4,MENDELIAN,OMIM:609311
7915,ALDH5A1,MENDELIAN,OMIM:271980
2629,GBA1,MENDELIAN,OMIM:231000
2335,FN1,MENDELIAN,OMIM:184255
1280,COL2A1,MENDELIAN,OMIM:184255
129563,DIS3L2,MENDELIAN,OMIM:267000
10585,POMT1,MENDELIAN,OMIM:609308
117531,TMC1,MENDELIAN,OMIM:600974
59341,TRPV4,MENDELIAN,OMIM:184252
259236,TMIE,MENDELIAN,OMIM:600971
443,ASPA,MENDELIAN,OMIM:271900
1938,EEF2,MENDELIAN,OMIM:609306
1836,SLC26A2,MENDELIAN,OMIM:600972
83394,PITPNM3,MENDELIAN,OMIM:600977
4053,LTBP2,MENDELIAN,OMIM:600975
7010,TEK,MENDELIAN,OMIM:600975
1545,CYP1B1,MENDELIAN,OMIM:600975
1280,COL2A1,MENDELIAN,OMIM:184250
6521,SLC4A1,MENDELIAN,OMIM:611590
222662,LHFPL5,MENDELIAN,OMIM:610265
8419,BFSP2,MENDELIAN,OMIM:611597
79751,SLC25A22,MENDELIAN,OMIM:609304
8626,TP63,MENDELIAN,OMIM:129400
9719,ADAMTSL2,MENDELIAN,OMIM:231050
3848,KRT1,MENDELIAN,OMIM:600962
9321,TRIP11,MENDELIAN,OMIM:184260
7466,WFS1,MENDELIAN,OMIM:600965
554,AVPR2,MENDELIAN,OMIM:304800
1299,COL9A3,MENDELIAN,OMIM:600969
488,ATP2A2,MENDELIAN,OMIM:101900
4920,ROR2,MENDELIAN,OMIM:268310
5122,PCSK1,MENDELIAN,OMIM:600955
50484,RRM2B,MENDELIAN,OMIM:268315
64218,SEMA4A,MENDELIAN,OMIM:610282
64218,SEMA4A,MENDELIAN,OMIM:610283
1535,CYBA,MENDELIAN,OMIM:233690
157570,ESCO2,MENDELIAN,OMIM:268300
23636,NUP62,MENDELIAN,OMIM:271930
9775,EIF4A3,MENDELIAN,OMIM:268305
93183,PIGM,MENDELIAN,OMIM:610293
1294,COL7A1,MENDELIAN,OMIM:131750
27429,HTRA2,POLYGENIC,OMIM:610297
10382,TUBB4A,MENDELIAN,OMIM:128101
1861,TOR1A,MENDELIAN,OMIM:128100
1738,DLD,MENDELIAN,OMIM:246900
7080,NKX2-1,MENDELIAN,OMIM:118700
91179,SCARF2,MENDELIAN,OMIM:600920
287,ANK2,MENDELIAN,OMIM:600919
10525,HYOU1,MENDELIAN,OMIM:233600
3459,IFNGR1,MENDELIAN,OMIM:209950
11093,ADAMTS13,MENDELIAN,OMIM:274150
6301,SARS1,MENDELIAN,OMIM:617709
51259,TMEM216,MENDELIAN,OMIM:603194
56155,TEX14,MENDELIAN,OMIM:617707
254528,MEIOB,MENDELIAN,OMIM:617706
324,APC,MENDELIAN,OMIM:135290
7784,ZP3,MENDELIAN,OMIM:617712
5530,PPP3CA,MENDELIAN,OMIM:617711
10352,WARS2,MENDELIAN,OMIM:617710
708,C1QBP,MENDELIAN,OMIM:617713
124583,CANT1,MENDELIAN,OMIM:617719
10095,ARPC1B,MENDELIAN,OMIM:617718
2232,FDXR,MENDELIAN,OMIM:617717
2178,FANCE,MENDELIAN,OMIM:600901
1294,COL7A1,MENDELIAN,OMIM:131705
7453,WARS1,MENDELIAN,OMIM:617721
55644,OSGEP,MENDELIAN,OMIM:617729
2006,ELN,MENDELIAN,OMIM:185500
4352,MPL,MENDELIAN,OMIM:604498
3643,INSR,MENDELIAN,OMIM:262190
2464,FRA16E,MENDELIAN,OMIM:136570
112858,TP53RK,MENDELIAN,OMIM:617730
163786,SASS6,MENDELIAN,OMIM:616402
84617,TUBB6,MENDELIAN,OMIM:617732
51002,TPRKB,MENDELIAN,OMIM:617731
162514,TRPV3,MENDELIAN,OMIM:616400
2548,GAA,MENDELIAN,OMIM:232300
1917,EEF1A2,MENDELIAN,OMIM:616409
2697,GJA1,MENDELIAN,OMIM:104100
7222,TRPC3,MENDELIAN,OMIM:616410
1314,COPA,POLYGENIC,OMIM:616414
4780,NFE2L2,MENDELIAN,OMIM:617744
9213,XPR1,MENDELIAN,OMIM:616413
197135,PATL2,MENDELIAN,OMIM:617743
1293,COL6A3,MENDELIAN,OMIM:616411
89,ACTN3,MENDELIAN,OMIM:617749
54805,CNNM2,MENDELIAN,OMIM:616418
7291,TWIST1,MENDELIAN,OMIM:617746
4913,NTHL1,MENDELIAN,OMIM:616415
10342,TFG,MENDELIAN,OMIM:604484
29929,ALG6,MENDELIAN,OMIM:603147
9320,TRIP12,MENDELIAN,OMIM:617752
6529,SLC6A1,MENDELIAN,OMIM:616421
5879,RAC1,MENDELIAN,OMIM:617751
29920,PYCR2,MENDELIAN,OMIM:616420
3889,KRT83,MENDELIAN,OMIM:617756
2186,BPTF,MENDELIAN,OMIM:617755
5950,RBP4,MENDELIAN,OMIM:616428
6469,SHH,MENDELIAN,OMIM:147250
51684,SUFU,MENDELIAN,OMIM:617757
4810,NHS,MENDELIAN,OMIM:302200
9469,CHST3,MENDELIAN,OMIM:245600
26229,B3GAT3,MENDELIAN,OMIM:245600
23404,EXOSC2,MENDELIAN,OMIM:617763
55331,ACER3,MENDELIAN,OMIM:617762
153241,CEP120,MENDELIAN,OMIM:617761
92935,MARS2,MENDELIAN,OMIM:616430
51776,MAP3K20,MENDELIAN,OMIM:617760
10464,PIBF1,MENDELIAN,OMIM:617767
5649,RELN,POLYGENIC,OMIM:616436
29089,UBE2T,MENDELIAN,OMIM:616435
359948,IRF2BP2,MENDELIAN,OMIM:617765
7372,UMPS,MENDELIAN,OMIM:258900
1794,DOCK2,MENDELIAN,OMIM:616433
5290,PIK3CA,MENDELIAN,OMIM:615108
29110,TBK1,MENDELIAN,OMIM:616439
207,AKT1,MENDELIAN,OMIM:615109
2196,FAT2,MENDELIAN,OMIM:617769
58508,KMT2C,MENDELIAN,OMIM:617768
8878,SQSTM1,MENDELIAN,OMIM:616437
100144748,KLLN,MENDELIAN,OMIM:615107
6647,SOD1,MENDELIAN,OMIM:105400
4744,NEFH,POLYGENIC,OMIM:105400
1639,DCTN1,POLYGENIC,OMIM:105400
5630,PRPH,POLYGENIC,OMIM:105400
9990,SLC12A6,MENDELIAN,OMIM:218000
261734,NPHP4,MENDELIAN,OMIM:606996
5358,PLS3,MENDELIAN,OMIM:300910
3071,NCKAP1L,MENDELIAN,OMIM:618982
10159,ATP6AP2,MENDELIAN,OMIM:300911
2525,FUT3,MENDELIAN,OMIM:618983
340533,NEXMIF,MENDELIAN,OMIM:300912
1144,CHRND,MENDELIAN,OMIM:616322
1144,CHRND,MENDELIAN,OMIM:616321
5913,RAPSN,MENDELIAN,OMIM:616326
4593,MUSK,MENDELIAN,OMIM:616325
8573,CASK,MENDELIAN,OMIM:300908
2539,G6PD,MENDELIAN,OMIM:300908
1145,CHRNE,MENDELIAN,OMIM:616324
7512,XPNPEP2,POLYGENIC,OMIM:300909
4919,ROR1,MENDELIAN,OMIM:617654
1144,CHRND,MENDELIAN,OMIM:616323
6777,STAT5B,MENDELIAN,OMIM:618985
5880,RAC2,MENDELIAN,OMIM:618986
3767,KCNJ11,MENDELIAN,OMIM:616329
5880,RAC2,MENDELIAN,OMIM:618987
5165,PDK3,MENDELIAN,OMIM:300905
5521,PPP2R2B,MENDELIAN,OMIM:604326
4552,MTRR,MENDELIAN,OMIM:236270
3872,KRT17,MENDELIAN,OMIM:184500
54344,DPM3,MENDELIAN,OMIM:618992
23498,HAAO,MENDELIAN,OMIM:617660
24137,KIF4A,MENDELIAN,OMIM:300923
65993,MRPS34,MENDELIAN,OMIM:617664
374462,PTPRQ,MENDELIAN,OMIM:617663
64412,GZF1,MENDELIAN,OMIM:617662
1855,DVL1,MENDELIAN,OMIM:616331
8942,KYNU,MENDELIAN,OMIM:617661
6616,SNAP25,MENDELIAN,OMIM:616330
387787,LIPT2,MENDELIAN,OMIM:617668
57582,KCNT1,MENDELIAN,OMIM:615005
51360,MBTPS2,MENDELIAN,OMIM:300918
23426,GRIP1,MENDELIAN,OMIM:617667
6487,ST3GAL3,MENDELIAN,OMIM:615006
8239,USP9X,MENDELIAN,OMIM:300919
341640,FREM2,MENDELIAN,OMIM:617666
27229,TUBGCP4,MENDELIAN,OMIM:616335
7532,YWHAG,MENDELIAN,OMIM:617665
55690,PACS1,MENDELIAN,OMIM:615009
1288,COL4A6,MENDELIAN,OMIM:300914
3149,HMGB3,MENDELIAN,OMIM:300915
10686,CLDN16,MENDELIAN,OMIM:248250
149041,RC3H1,MENDELIAN,OMIM:618998
16,AARS1,MENDELIAN,OMIM:616339
5159,PDGFRB,MENDELIAN,OMIM:615007
3716,JAK1,MENDELIAN,OMIM:618999
51112,TRAPPC12,MENDELIAN,OMIM:617669
8526,DGKE,MENDELIAN,OMIM:615008
3508,IGHMBP2,MENDELIAN,OMIM:604320
57082,KNL1,MENDELIAN,OMIM:604321
4625,MYH7,MENDELIAN,OMIM:160500
284403,WDR62,MENDELIAN,OMIM:604317
2212,FCGR2A,POLYGENIC,OMIM:219700
7040,TGFB1,POLYGENIC,OMIM:219700
1080,CFTR,MENDELIAN,OMIM:219700
219285,SAMD9L,MENDELIAN,OMIM:159550
9071,CLDN10,MENDELIAN,OMIM:617671
9885,OSBPL2,MENDELIAN,OMIM:616340
55154,MSTO1,MENDELIAN,OMIM:617675
1020,CDK5,MENDELIAN,OMIM:616342
103,ADAR,MENDELIAN,OMIM:615010
7343,UBTF,MENDELIAN,OMIM:617672
150094,SIK1,MENDELIAN,OMIM:616341
85007,PHYKPL,MENDELIAN,OMIM:615011
1759,DNM1,MENDELIAN,OMIM:616346
3665,IRF7,MENDELIAN,OMIM:616345
124872,B4GALNT2,MENDELIAN,OMIM:615018
1716,DGUOK,MENDELIAN,OMIM:251880
1181,CLCN2,MENDELIAN,OMIM:605635
261734,NPHP4,MENDELIAN,OMIM:606966
4620,MYH2,MENDELIAN,OMIM:605637
1420,CRYGC,MENDELIAN,OMIM:604307
4524,MTHFR,MENDELIAN,OMIM:236250
4312,MMP1,MENDELIAN,OMIM:606963
3162,HMOX1,POLYGENIC,OMIM:606963
3569,IL6,POLYGENIC,OMIM:604302
4282,MIF,POLYGENIC,OMIM:604302
1105,CHD1,MENDELIAN,OMIM:617682
10087,CERT1,MENDELIAN,OMIM:616351
1500,CTNND1,MENDELIAN,OMIM:617681
2778,GNAS,MENDELIAN,OMIM:617686
5528,PPP2R5D,MENDELIAN,OMIM:616355
204219,CERS3,MENDELIAN,OMIM:615023
2200,FBN1,MENDELIAN,OMIM:604308
57231,SNX14,MENDELIAN,OMIM:616354
285848,PNPLA1,MENDELIAN,OMIM:615024
5073,PARN,MENDELIAN,OMIM:616353
8706,B3GALNT1,MENDELIAN,OMIM:615021
23086,EXPH5,MENDELIAN,OMIM:615028
1428,CRYM,MENDELIAN,OMIM:616357
55526,DHTKD1,MENDELIAN,OMIM:615025
55065,SLC52A1,MENDELIAN,OMIM:615026
9241,NOG,MENDELIAN,OMIM:185800
7299,TYR,MENDELIAN,OMIM:606952
5518,PPP2R1A,MENDELIAN,OMIM:616362
113612,CYP2U1,MENDELIAN,OMIM:615030
2153,F5,MENDELIAN,OMIM:188055
9895,TECPR2,MENDELIAN,OMIM:615031
2911,GRM1,MENDELIAN,OMIM:617691
402381,SOHLH1,MENDELIAN,OMIM:617690
3737,KCNA2,MENDELIAN,OMIM:616366
63982,ANO3,MENDELIAN,OMIM:615034
91574,MTRFR,MENDELIAN,OMIM:615035
55773,TBC1D23,MENDELIAN,OMIM:617695
23126,POGZ,MENDELIAN,OMIM:616364
57680,CHD8,MENDELIAN,OMIM:615032
8558,CDK10,MENDELIAN,OMIM:617694
23259,DDHD2,MENDELIAN,OMIM:615033
2147,F2,MENDELIAN,OMIM:188050
2162,F13A1,POLYGENIC,OMIM:188050
4524,MTHFR,POLYGENIC,OMIM:188050
3026,HABP2,POLYGENIC,OMIM:188050
27125,AFF4,MENDELIAN,OMIM:616368
92609,TIMM50,MENDELIAN,OMIM:617698
1909,EDNRA,MENDELIAN,OMIM:616367
5836,PYGL,MENDELIAN,OMIM:232700
58,ACTA1,MENDELIAN,OMIM:161800
7173,TPO,MENDELIAN,OMIM:274500
124590,USH1G,MENDELIAN,OMIM:606943
51750,RTEL1,MENDELIAN,OMIM:616373
10329,RXYLT1,MENDELIAN,OMIM:615041
8818,DPM2,MENDELIAN,OMIM:615042
5073,PARN,MENDELIAN,OMIM:616371
122961,ISCA2,MENDELIAN,OMIM:616370
8989,TRPA1,MENDELIAN,OMIM:615040
83636,C19orf12,MENDELIAN,OMIM:615043
400916,CHCHD10,MENDELIAN,OMIM:615048
149233,IL23R,POLYGENIC,OMIM:605606
57679,ALS2,MENDELIAN,OMIM:205100
345193,LRIT3,MENDELIAN,OMIM:615058
2779,GNAT1,MENDELIAN,OMIM:616389
6635,SNRPE,MENDELIAN,OMIM:615059
5741,PTH,MENDELIAN,OMIM:146200
286204,CRB2,MENDELIAN,OMIM:219730
2697,GJA1,MENDELIAN,OMIM:218400
5961,PRPH2,MENDELIAN,OMIM:136880
6017,RLBP1,MENDELIAN,OMIM:136880
5959,RDH5,MENDELIAN,OMIM:136880
6010,RHO,MENDELIAN,OMIM:136880
2071,ERCC3,MENDELIAN,OMIM:616390
404672,GTF2H5,MENDELIAN,OMIM:616395
26160,IFT172,MENDELIAN,OMIM:616394
1917,EEF1A2,MENDELIAN,OMIM:616393
3752,KCND3,MENDELIAN,OMIM:616399
93233,ODAD1,MENDELIAN,OMIM:615067
79734,KCTD17,MENDELIAN,OMIM:616398
9427,ECEL1,MENDELIAN,OMIM:615065
55151,TMEM38B,MENDELIAN,OMIM:615066
344,APOC2,MENDELIAN,OMIM:207750
2583,B4GALNT1,MENDELIAN,OMIM:609195
7046,TGFBR1,MENDELIAN,OMIM:609192
7227,TRPS1,MENDELIAN,OMIM:190350
341640,FREM2,MENDELIAN,OMIM:123570
7227,TRPS1,MENDELIAN,OMIM:190351
9949,AMMECR1,MENDELIAN,OMIM:300990
139212,DNAAF6,MENDELIAN,OMIM:300991
51574,LARP7,MENDELIAN,OMIM:615071
57459,GATAD2B,MENDELIAN,OMIM:615074
6134,RPL10,MENDELIAN,OMIM:300998
1499,CTNNB1,MENDELIAN,OMIM:615075
8200,GDF5,MENDELIAN,OMIM:615072
1291,COL6A1,MENDELIAN,OMIM:254090
2774,GNAL,MENDELIAN,OMIM:615073
8473,OGT,MENDELIAN,OMIM:300997
9526,MPDU1,MENDELIAN,OMIM:609180
2263,FGFR2,MENDELIAN,OMIM:123500
317719,KLHL10,MENDELIAN,OMIM:615081
442186,OR2J3,MENDELIAN,OMIM:615082
29887,SNX10,MENDELIAN,OMIM:615085
1747,DLX3,MENDELIAN,OMIM:190320
5426,POLE,POLYGENIC,OMIM:615083
92667,MGME1,MENDELIAN,OMIM:615084
8492,PRSS12,MENDELIAN,OMIM:249500
2250,FGF5,MENDELIAN,OMIM:190330
176,ACAN,MENDELIAN,OMIM:612813
23218,NBEAL2,MENDELIAN,OMIM:139090
10916,MAGED2,MENDELIAN,OMIM:300971
57534,MIB1,MENDELIAN,OMIM:615092
1977,EIF4E,POLYGENIC,OMIM:615091
51132,RLIM,MENDELIAN,OMIM:300978
63925,ZNF335,MENDELIAN,OMIM:615095
537,ATP6AP1,MENDELIAN,OMIM:300972
3756,KCNH1,MENDELIAN,OMIM:135500
8622,PDE8B,MENDELIAN,OMIM:609161
1280,COL2A1,MENDELIAN,OMIM:609162
91851,CHRDL1,MENDELIAN,OMIM:309300
2010,EMD,MENDELIAN,OMIM:310300
3858,KRT10,MENDELIAN,OMIM:609165
5077,PAX3,MENDELIAN,OMIM:148820
80311,KLHL15,MENDELIAN,OMIM:300982
22852,ANKRD26,MENDELIAN,OMIM:188000
4478,MSN,MENDELIAN,OMIM:300988
633,BGN,MENDELIAN,OMIM:300989
1814,DRD3,POLYGENIC,OMIM:190300
9758,FRMPD4,MENDELIAN,OMIM:300983
389856,USP27X,MENDELIAN,OMIM:300984
10149,ADGRG2,MENDELIAN,OMIM:300985
3188,HNRNPH2,MENDELIAN,OMIM:300986
7253,TSHR,MENDELIAN,OMIM:609152
10058,ABCB6,MENDELIAN,OMIM:609153
1244,ABCC2,MENDELIAN,OMIM:237500
6324,SCN1B,MENDELIAN,OMIM:612838
7045,TGFBI,MENDELIAN,OMIM:122200
24,ABCA4,MENDELIAN,OMIM:248200
57187,THOC2,MENDELIAN,OMIM:300957
3236,HOXD10,MENDELIAN,OMIM:192950
54539,NDUFB11,MENDELIAN,OMIM:300952
7737,RNF113A,MENDELIAN,OMIM:300953
55505,NOP10,MENDELIAN,OMIM:224230
55651,NHP2,MENDELIAN,OMIM:224230
6935,ZEB1,MENDELIAN,OMIM:609141
1296,COL8A2,MENDELIAN,OMIM:609140
79574,EPS8L3,MENDELIAN,OMIM:612841
83706,FERMT3,MENDELIAN,OMIM:612840
9060,PAPSS2,MENDELIAN,OMIM:612847
259197,NCR3,POLYGENIC,OMIM:609148
10682,EBP,MENDELIAN,OMIM:300960
6872,TAF1,MENDELIAN,OMIM:300966
4841,NONO,MENDELIAN,OMIM:300967
2690,GHR,MENDELIAN,OMIM:262500
8239,USP9X,MENDELIAN,OMIM:300968
28952,CCDC22,MENDELIAN,OMIM:300963
3557,IL1RN,MENDELIAN,OMIM:612852
7297,TYK2,MENDELIAN,OMIM:611521
1654,DDX3X,MENDELIAN,OMIM:300958
57038,RARS2,MENDELIAN,OMIM:611523
23385,NCSTN,MENDELIAN,OMIM:142690
3145,HMBS,MENDELIAN,OMIM:176000
6663,SOX10,MENDELIAN,OMIM:609136
4645,MYO5B,MENDELIAN,OMIM:251850
3728,JUP,MENDELIAN,OMIM:611528
5551,PRF1,MENDELIAN,OMIM:609135
3458,IFNG,POLYGENIC,OMIM:609135
4683,NBN,MENDELIAN,OMIM:609135
7015,TERT,MENDELIAN,OMIM:609135
51119,SBDS,POLYGENIC,OMIM:609135
2617,GARS1,MENDELIAN,OMIM:600794
2299,FOXI1,MENDELIAN,OMIM:600791
5172,SLC26A4,MENDELIAN,OMIM:600791
3766,KCNJ10,MENDELIAN,OMIM:600791
81624,DIAPH3,MENDELIAN,OMIM:609129
25978,CHMP2B,MENDELIAN,OMIM:600795
6906,SERPINA7,MENDELIAN,OMIM:300932
6748,SSR4,MENDELIAN,OMIM:300934
4094,MAF,MENDELIAN,OMIM:610202
11043,MID2,MENDELIAN,OMIM:300928
283989,TSEN54,MENDELIAN,OMIM:610204
875,CBS,MENDELIAN,OMIM:236200
4853,NOTCH2,MENDELIAN,OMIM:610205
5354,PLP1,MENDELIAN,OMIM:312920
111365204,-,MENDELIAN,OMIM:600790
83550,GPR101,MENDELIAN,OMIM:300943
90121,TSR2,MENDELIAN,OMIM:300946
1296,COL8A2,MENDELIAN,OMIM:136800
83550,GPR101,MENDELIAN,OMIM:300942
272,AMPD3,MENDELIAN,OMIM:612874
4327,MMP19,MENDELIAN,OMIM:611543
51473,DCDC2,MENDELIAN,OMIM:610212
6559,SLC12A3,MENDELIAN,OMIM:263800
1414,CRYBB1,MENDELIAN,OMIM:611544
1829,DSG2,MENDELIAN,OMIM:612877
8398,PLA2G6,MENDELIAN,OMIM:610217
135935,NOBOX,MENDELIAN,OMIM:611548
9987,HNRNPDL,MENDELIAN,OMIM:609115
161742,SPRED1,MENDELIAN,OMIM:611431
50717,DCAF8,MENDELIAN,OMIM:610100
673,BRAF,MENDELIAN,OMIM:115150
730,C7,MENDELIAN,OMIM:610102
79083,MLPH,MENDELIAN,OMIM:609227
5352,PLOD2,MENDELIAN,OMIM:609220
1411,CRYBA1,MENDELIAN,OMIM:600881
7879,RAB7A,MENDELIAN,OMIM:600882
3717,JAK2,POLYGENIC,OMIM:600880
2153,F5,POLYGENIC,OMIM:600880
2512,FTL,MENDELIAN,OMIM:600886
146167,SLC38A8,MENDELIAN,OMIM:609218
8754,ADAM9,MENDELIAN,OMIM:612775
144568,A2ML1,POLYGENIC,OMIM:166760
525,ATP6V1B1,MENDELIAN,OMIM:267300
1301,COL11A1,MENDELIAN,OMIM:154780
3766,KCNJ10,MENDELIAN,OMIM:612780
84876,ORAI1,MENDELIAN,OMIM:612782
220074,LRTOMT,MENDELIAN,OMIM:611451
50814,NSDHL,MENDELIAN,OMIM:308050
2688,GH1,MENDELIAN,OMIM:612781
3988,LIPA,MENDELIAN,OMIM:278000
6261,RYR1,MENDELIAN,OMIM:255320
6786,STIM1,MENDELIAN,OMIM:612783
5015,OTX2,MENDELIAN,OMIM:610125
26504,CNNM4,MENDELIAN,OMIM:217080
1509,CTSD,MENDELIAN,OMIM:610127
9499,MYOT,MENDELIAN,OMIM:609200
80326,WNT10A,MENDELIAN,OMIM:257980
51057,WDPCP,MENDELIAN,OMIM:217085
7170,TPM3,MENDELIAN,OMIM:255310
11232,POLG2,MENDELIAN,OMIM:610131
70,ACTC1,MENDELIAN,OMIM:612794
3990,LIPC,MENDELIAN,OMIM:612797
64241,ABCG8,POLYGENIC,OMIM:611465
55636,CHD7,MENDELIAN,OMIM:214800
1729,DIAPH1,MENDELIAN,OMIM:124900
113235,SLC46A1,MENDELIAN,OMIM:229050
1906,EDN1,MENDELIAN,OMIM:612798
5625,PRODH,POLYGENIC,OMIM:600850
7168,TPM1,MENDELIAN,OMIM:115196
4607,MYBPC3,MENDELIAN,OMIM:115197
51422,PRKAG2,MENDELIAN,OMIM:600858
4000,LMNA,MENDELIAN,OMIM:610140
7139,TNNT2,MENDELIAN,OMIM:115195
5654,HTRA1,POLYGENIC,OMIM:610149
1277,COL1A1,POLYGENIC,OMIM:166710
1278,COL1A2,POLYGENIC,OMIM:166710
799,CALCR,POLYGENIC,OMIM:166710
8572,PDLIM4,POLYGENIC,OMIM:166710
153562,MARVELD2,MENDELIAN,OMIM:610153
107,ADCY1,MENDELIAN,OMIM:610154
56623,INPP5E,MENDELIAN,OMIM:610156
5340,PLG,MENDELIAN,OMIM:217090
866,SERPINA6,MENDELIAN,OMIM:611489
2488,FSHB,MENDELIAN,OMIM:229070
1482,NKX2-5,MENDELIAN,OMIM:217095
2627,GATA6,MENDELIAN,OMIM:217095
137814,NKX2-6,MENDELIAN,OMIM:217095
6899,TBX1,MENDELIAN,OMIM:217095
132884,EVC2,MENDELIAN,OMIM:225500
2121,EVC,MENDELIAN,OMIM:225500
1186,CLCN7,MENDELIAN,OMIM:611490
9992,KCNE2,MENDELIAN,OMIM:611493
919,CD247,MENDELIAN,OMIM:610163
9842,PLEKHM1,MENDELIAN,OMIM:611497
84662,GLIS2,MENDELIAN,OMIM:611498
7048,TGFBR2,MENDELIAN,OMIM:610168
50511,SYCP3,MENDELIAN,OMIM:270960
2303,FOXC2,MENDELIAN,OMIM:153400
2316,FLNA,MENDELIAN,OMIM:309350
23592,LEMD3,MENDELIAN,OMIM:166700
6708,SPTA1,MENDELIAN,OMIM:270970
79621,RNASEH2B,MENDELIAN,OMIM:610181
7466,WFS1,MENDELIAN,OMIM:116400
7026,NR2F2,MENDELIAN,OMIM:618901
124997,WDR81,MENDELIAN,OMIM:610185
23414,ZFPM2,MENDELIAN,OMIM:610187
240,ALOX5,POLYGENIC,OMIM:600807
7124,TNF,POLYGENIC,OMIM:600807
