ncbi_gene_id,gene_symbol,association_type,disease_id
538,ATP7A,MENDELIAN,OMIM:304150
84942,WDR73,MENDELIAN,OMIM:251300
10060,ABCC9,MENDELIAN,OMIM:619719
3973,LHCGR,MENDELIAN,OMIM:238320
54101,RIPK4,MENDELIAN,OMIM:214350
6716,SRD5A2,MENDELIAN,OMIM:264600
3020,H3-3A,MENDELIAN,OMIM:619720
3021,H3-3B,MENDELIAN,OMIM:619721
5322,PLA2G5,MENDELIAN,OMIM:228980
4598,MVK,MENDELIAN,OMIM:175900
2317,FLNB,MENDELIAN,OMIM:112310
3858,KRT10,MENDELIAN,OMIM:620707
2175,FANCA,MENDELIAN,OMIM:227650
81575,APOLD1,MENDELIAN,OMIM:620715
5830,PEX5,MENDELIAN,OMIM:202370
79639,TMEM53,MENDELIAN,OMIM:619727
84899,TMTC4,MENDELIAN,OMIM:620714
3145,HMBS,MENDELIAN,OMIM:620711
4149,MAX,MENDELIAN,OMIM:620712
3781,KCNN2,MENDELIAN,OMIM:619724
3781,KCNN2,MENDELIAN,OMIM:619725
54332,GDAP1,MENDELIAN,OMIM:607706
84572,GNPTG,MENDELIAN,OMIM:252605
4358,MPV17,MENDELIAN,OMIM:618400
9698,PUM1,MENDELIAN,OMIM:620719
83871,RAB34,MENDELIAN,OMIM:620718
1293,COL6A3,MENDELIAN,OMIM:620726
9692,PRORP,MENDELIAN,OMIM:619737
4160,MC4R,MENDELIAN,OMIM:618406
1292,COL6A2,MENDELIAN,OMIM:620727
10352,WARS2,MENDELIAN,OMIM:619738
56172,ANKH,MENDELIAN,OMIM:123000
1292,COL6A2,MENDELIAN,OMIM:620725
30813,VSX1,MENDELIAN,OMIM:148300
53904,MYO3A,MENDELIAN,OMIM:620722
311,ANXA11,MENDELIAN,OMIM:619733
51319,RSRC1,MENDELIAN,OMIM:618402
7920,ABHD16A,MENDELIAN,OMIM:619735
8560,DEGS1,MENDELIAN,OMIM:618404
1009,CDH11,MENDELIAN,OMIM:619736
4323,MMP14,MENDELIAN,OMIM:277950
7020,TFAP2A,MENDELIAN,OMIM:113620
388551,CEACAM16,MENDELIAN,OMIM:618410
55703,POLR3B,MENDELIAN,OMIM:619742
5442,POLRMT,MENDELIAN,OMIM:619743
2744,GLS,MENDELIAN,OMIM:618412
1293,COL6A3,MENDELIAN,OMIM:620728
23166,STAB1,MENDELIAN,OMIM:620729
51271,UBAP1,MENDELIAN,OMIM:618418
1280,COL2A1,MENDELIAN,OMIM:150600
55012,PPP2R3C,MENDELIAN,OMIM:618419
10699,CORIN,MENDELIAN,OMIM:620734
200734,SPRED2,MENDELIAN,OMIM:619745
4632,MYL1,MENDELIAN,OMIM:618414
7855,FZD5,MENDELIAN,OMIM:620731
23268,DNMBP,MENDELIAN,OMIM:618415
55361,PI4K2A,MENDELIAN,OMIM:620732
9529,BAG5,MENDELIAN,OMIM:619747
284439,SLC25A42,MENDELIAN,OMIM:618416
79158,GNPTAB,MENDELIAN,OMIM:252600
9518,GDF15,POLYGENIC,OMIM:620730
1947,EFNB1,MENDELIAN,OMIM:304110
3572,IL6ST,MENDELIAN,OMIM:619751
55012,PPP2R3C,MENDELIAN,OMIM:618420
3572,IL6ST,MENDELIAN,OMIM:619752
23262,PPIP5K2,MENDELIAN,OMIM:618422
3572,IL6ST,MENDELIAN,OMIM:619750
4613,MYCN,MENDELIAN,OMIM:620748
8363,H4C11,MENDELIAN,OMIM:619759
199223,TTC21A,MENDELIAN,OMIM:618429
57282,SLC4A10,MENDELIAN,OMIM:620746
391356,PTRHD1,MENDELIAN,OMIM:620747
221481,ARMC12,MENDELIAN,OMIM:620744
4808,NHLH2,MENDELIAN,OMIM:619755
6810,STX4,MENDELIAN,OMIM:620745
7701,ZNF142,MENDELIAN,OMIM:618425
8021,NUP214,POLYGENIC,OMIM:618426
8364,H4C3,MENDELIAN,OMIM:619758
8314,BAP1,MENDELIAN,OMIM:619762
150365,MEI1,MENDELIAN,OMIM:618431
79703,TOP6BL,MENDELIAN,OMIM:618432
10516,FBLN5,MENDELIAN,OMIM:619764
84071,ARMC2,MENDELIAN,OMIM:618433
79731,NARS2,MENDELIAN,OMIM:618434
51098,IFT52,MENDELIAN,OMIM:617102
53335,BCL11A,MENDELIAN,OMIM:617101
59336,PRDM13,MENDELIAN,OMIM:619761
6942,TCF20,MENDELIAN,OMIM:618430
4437,MSH3,MENDELIAN,OMIM:617100
9158,FIBP,MENDELIAN,OMIM:617107
773,CACNA1A,MENDELIAN,OMIM:617106
10020,GNE,MENDELIAN,OMIM:620757
6506,SLC1A2,MENDELIAN,OMIM:617105
140679,SLC32A1,MENDELIAN,OMIM:620755
7140,TNNT3,MENDELIAN,OMIM:618435
6117,RPA1,MENDELIAN,OMIM:619767
4621,MYH3,MENDELIAN,OMIM:618436
25973,PARS2,MENDELIAN,OMIM:618437
7248,TSC1,MENDELIAN,OMIM:191100
51341,ZBTB7A,MENDELIAN,OMIM:619769
11261,CHP1,MENDELIAN,OMIM:618438
54894,RNF43,MENDELIAN,OMIM:617108
8220,ESS2,MENDELIAN,OMIM:192430
54487,DGCR8,MENDELIAN,OMIM:192430
8214,DGCR6,MENDELIAN,OMIM:192430
6899,TBX1,MENDELIAN,OMIM:192430
9993,DGCR2,MENDELIAN,OMIM:192430
9968,MED12,MENDELIAN,OMIM:305450
2316,FLNA,MENDELIAN,OMIM:304120
540,ATP7B,MENDELIAN,OMIM:277900
5663,PSEN1,MENDELIAN,OMIM:600274
4137,MAPT,MENDELIAN,OMIM:600274
4621,MYH3,MENDELIAN,OMIM:178110
64135,IFIH1,MENDELIAN,OMIM:619773
3978,LIG1,MENDELIAN,OMIM:619774
23162,MAPK8IP3,MENDELIAN,OMIM:618443
4123,MAN2C1,MENDELIAN,OMIM:619775
339855,KY,MENDELIAN,OMIM:617114
2562,GABRB3,MENDELIAN,OMIM:617113
5286,PIK3C2A,MENDELIAN,OMIM:618440
7867,MAPKAPK3,MENDELIAN,OMIM:617111
3717,JAK2,MENDELIAN,OMIM:263300
5308,PITX2,MENDELIAN,OMIM:137600
8131,NPRL3,MENDELIAN,OMIM:617118
5818,NECTIN1,MENDELIAN,OMIM:225060
10641,NPRL2,MENDELIAN,OMIM:617116
5271,SERPINB8,MENDELIAN,OMIM:617115
23219,FBXO28,MENDELIAN,OMIM:619777
85459,CEP295,MENDELIAN,OMIM:620767
775,CACNA1C,MENDELIAN,OMIM:618447
246176,GAS2L2,MENDELIAN,OMIM:618449
80173,IFT74,MENDELIAN,OMIM:617119
344658,SAMD7,MENDELIAN,OMIM:620762
57192,MCOLN1,MENDELIAN,OMIM:620763
57192,MCOLN1,MENDELIAN,OMIM:252650
79628,SH3TC2,MENDELIAN,OMIM:601596
3459,IFNGR1,POLYGENIC,OMIM:600263
3897,L1CAM,MENDELIAN,OMIM:304100
3845,KRAS,MENDELIAN,OMIM:600268
3909,LAMA3,MENDELIAN,OMIM:619784
26100,WIPI2,MENDELIAN,OMIM:618453
54903,MKS1,MENDELIAN,OMIM:617121
3918,LAMC2,MENDELIAN,OMIM:619785
8295,TRRAP,MENDELIAN,OMIM:618454
27077,B9D1,MENDELIAN,OMIM:617120
3918,LAMC2,MENDELIAN,OMIM:619786
1308,COL17A1,MENDELIAN,OMIM:619787
10750,GRAP,MENDELIAN,OMIM:618456
54903,MKS1,MENDELIAN,OMIM:249000
3980,LIG3,MENDELIAN,OMIM:619780
79882,ZC3H14,MENDELIAN,OMIM:617125
84695,LOXL3,MENDELIAN,OMIM:619781
3658,IREB2,MENDELIAN,OMIM:618451
55624,POMGNT1,MENDELIAN,OMIM:617123
6563,SLC14A1,MENDELIAN,OMIM:111000
3909,LAMA3,MENDELIAN,OMIM:619783
221078,NSUN6,MENDELIAN,OMIM:620779
9851,KIAA0753,MENDELIAN,OMIM:617127
6878,TAF6,MENDELIAN,OMIM:617126
826,CAPNS1,MENDELIAN,OMIM:620777
124976,SPNS2,MENDELIAN,OMIM:618457
29127,RACGAP1,MENDELIAN,OMIM:619789
5062,PAK2,MENDELIAN,OMIM:618458
27145,FILIP1,MENDELIAN,OMIM:620775
9138,ARHGEF1,MENDELIAN,OMIM:618459
2582,GALE,MENDELIAN,OMIM:620776
140679,SLC32A1,MENDELIAN,OMIM:620774
78987,CRELD1,MENDELIAN,OMIM:620771
9900,SV2A,MENDELIAN,OMIM:620772
30817,ADGRE2,MENDELIAN,OMIM:125630
11281,POU6F2,POLYGENIC,OMIM:601583
353116,RILPL1,MENDELIAN,OMIM:619790
26277,TINF2,MENDELIAN,OMIM:268130
79879,CCDC134,MENDELIAN,OMIM:619795
8402,SLC25A11,MENDELIAN,OMIM:618464
79876,UBA5,MENDELIAN,OMIM:617132
367,AR,MENDELIAN,OMIM:300633
9759,HDAC4,MENDELIAN,OMIM:619797
54892,NCAPG2,MENDELIAN,OMIM:618460
4000,LMNA,MENDELIAN,OMIM:619793
2048,EPHB2,MENDELIAN,OMIM:618462
8517,IKBKG,MENDELIAN,OMIM:300636
335,APOA1,MENDELIAN,OMIM:618463
79876,UBA5,MENDELIAN,OMIM:617133
331,XIAP,MENDELIAN,OMIM:300635
6885,MAP3K7,MENDELIAN,OMIM:617137
11055,ZPBP,MENDELIAN,OMIM:619799
51412,ACTL6B,MENDELIAN,OMIM:618468
4621,MYH3,MENDELIAN,OMIM:618469
1071,CETP,MENDELIAN,OMIM:143470
11267,SNF8,MENDELIAN,OMIM:620784
3875,KRT18,MENDELIAN,OMIM:215600
4076,CAPRIN1,MENDELIAN,OMIM:620782
11267,SNF8,MENDELIAN,OMIM:620783
2202,EFEMP1,MENDELIAN,OMIM:620780
23384,SPECC1L,MENDELIAN,OMIM:600251
51412,ACTL6B,MENDELIAN,OMIM:618470
8200,GDF5,MENDELIAN,OMIM:228900
1743,DLST,MENDELIAN,OMIM:618475
60482,SLC5A7,MENDELIAN,OMIM:617143
1536,CYBB,MENDELIAN,OMIM:300645
1436,CSF1R,MENDELIAN,OMIM:618476
54765,TRIM44,MENDELIAN,OMIM:617142
9154,SLC28A1,MENDELIAN,OMIM:618477
26610,ELP4,MENDELIAN,OMIM:617141
27286,SRPX2,MENDELIAN,OMIM:300643
6651,SON,MENDELIAN,OMIM:617140
63895,PIEZO2,MENDELIAN,OMIM:617146
8878,SQSTM1,MENDELIAN,OMIM:617145
4081,MAB21L1,MENDELIAN,OMIM:618479
1815,DRD4,POLYGENIC,OMIM:143465
1816,DRD5,POLYGENIC,OMIM:143465
1725,DHPS,MENDELIAN,OMIM:618480
124842,TMEM132E,MENDELIAN,OMIM:618481
362,AQP5,MENDELIAN,OMIM:600231
2159,F10,MENDELIAN,OMIM:227600
2560,GABRB1,MENDELIAN,OMIM:617153
7157,TP53,POLYGENIC,OMIM:202300
4621,MYH3,MENDELIAN,OMIM:193700
7476,WNT7A,MENDELIAN,OMIM:228930
348980,HCN1,MENDELIAN,OMIM:618482
8878,SQSTM1,MENDELIAN,OMIM:617158
54496,PRMT7,MENDELIAN,OMIM:617157
4128,MAOA,MENDELIAN,OMIM:300615
23345,SYNE1,MENDELIAN,OMIM:618484
7019,TFAM,MENDELIAN,OMIM:617156
9131,AIFM1,MENDELIAN,OMIM:300614
23229,ARHGEF9,MENDELIAN,OMIM:300607
1108,CHD4,MENDELIAN,OMIM:617159
5313,PKLR,MENDELIAN,OMIM:102900
6102,RP2,MENDELIAN,OMIM:312600
444,ASPH,MENDELIAN,OMIM:601552
1001,CDH3,MENDELIAN,OMIM:601553
6521,SLC4A1,MENDELIAN,OMIM:601550
9429,ABCG2,MENDELIAN,OMIM:138900
1781,DYNC1I2,MENDELIAN,OMIM:618492
6521,SLC4A1,MENDELIAN,OMIM:601551
10002,NR2E3,MENDELIAN,OMIM:268100
463,ZFHX3,MENDELIAN,OMIM:600223
6712,SPTBN2,MENDELIAN,OMIM:600224
774,CACNA1B,MENDELIAN,OMIM:618497
2332,FMR1,MENDELIAN,OMIM:300623
285600,KIAA0825,MENDELIAN,OMIM:618498
372,ARCN1,MENDELIAN,OMIM:617164
29071,C1GALT1C1,MENDELIAN,OMIM:300622
1053,CEBPE,MENDELIAN,OMIM:245480
22808,MRAS,MENDELIAN,OMIM:618499
2906,GRIN2D,MENDELIAN,OMIM:617162
3977,LIFR,MENDELIAN,OMIM:601559
54681,P4HTM,MENDELIAN,OMIM:618493
10297,APC2,MENDELIAN,OMIM:617169
1822,ATN1,MENDELIAN,OMIM:618494
4015,LOX,MENDELIAN,OMIM:617168
3560,IL2RB,MENDELIAN,OMIM:618495
54538,ROBO4,MENDELIAN,OMIM:618496
2257,FGF12,MENDELIAN,OMIM:617166
2332,FMR1,MENDELIAN,OMIM:300624
10522,DEAF1,MENDELIAN,OMIM:617171
4882,NPR2,MENDELIAN,OMIM:602875
7007,TECTA,MENDELIAN,OMIM:601543
2706,GJB2,MENDELIAN,OMIM:601544
2998,GYS2,MENDELIAN,OMIM:240600
55213,RCBTB1,MENDELIAN,OMIM:617175
716,C1S,MENDELIAN,OMIM:617174
1415,CRYBB2,MENDELIAN,OMIM:601547
6424,SFRP4,MENDELIAN,OMIM:265900
10681,GNB5,MENDELIAN,OMIM:617173
5159,PDGFRB,MENDELIAN,OMIM:131440
710,SERPING1,MENDELIAN,OMIM:120790
57514,ARHGAP31,MENDELIAN,OMIM:100300
6154,RPL26,MENDELIAN,OMIM:614900
6335,SCN9A,MENDELIAN,OMIM:167400
10653,SPINT2,MENDELIAN,OMIM:270420
55210,ATAD3A,MENDELIAN,OMIM:617183
10681,GNB5,MENDELIAN,OMIM:617182
1298,COL9A2,MENDELIAN,OMIM:600204
2077,ERF,MENDELIAN,OMIM:617180
140732,SUN5,MENDELIAN,OMIM:617187
128240,NAXE,MENDELIAN,OMIM:617186
5189,PEX1,MENDELIAN,OMIM:601539
778,CACNA1F,MENDELIAN,OMIM:300600
3198,HOXA1,MENDELIAN,OMIM:601536
291,SLC25A4,MENDELIAN,OMIM:617184
51715,RAB23,MENDELIAN,OMIM:201000
79983,POF1B,MENDELIAN,OMIM:300604
79143,MBOAT7,MENDELIAN,OMIM:617188
197,AHSG,MENDELIAN,OMIM:203650
7454,WAS,MENDELIAN,OMIM:313900
55806,HR,MENDELIAN,OMIM:203655
4604,MYBPC1,MENDELIAN,OMIM:614915
23516,SLC39A14,MENDELIAN,OMIM:144755
4222,MEOX1,MENDELIAN,OMIM:214300
4041,LRP5,MENDELIAN,OMIM:144750
801,CALM1,MENDELIAN,OMIM:614916
55252,ASXL2,MENDELIAN,OMIM:617190
342035,GLDN,MENDELIAN,OMIM:617194
6904,TBCD,MENDELIAN,OMIM:617193
2177,FANCD2,MENDELIAN,OMIM:227646
84295,PHF6,MENDELIAN,OMIM:301900
2176,FANCC,MENDELIAN,OMIM:227645
5236,PGM1,MENDELIAN,OMIM:614921
55005,RMND1,MENDELIAN,OMIM:614922
8799,PEX11B,MENDELIAN,OMIM:614920
6005,RHAG,MENDELIAN,OMIM:268150
23438,HARS2,MENDELIAN,OMIM:614926
10295,BCKDK,MENDELIAN,OMIM:614923
124454,EARS2,MENDELIAN,OMIM:614924
121391,KRT74,MENDELIAN,OMIM:614929
55074,OXR1,MENDELIAN,OMIM:213000
1604,CD55,MENDELIAN,OMIM:226300
3827,KNG1,MENDELIAN,OMIM:228960
6041,RNASEL,MENDELIAN,OMIM:601518
2261,FGFR3,MENDELIAN,OMIM:602849
2260,FGFR1,MENDELIAN,OMIM:101600
2263,FGFR2,MENDELIAN,OMIM:101600
87178,PNPT1,MENDELIAN,OMIM:614932
3229,HOXC13,MENDELIAN,OMIM:614931
8996,NOL3,MENDELIAN,OMIM:614937
87178,PNPT1,MENDELIAN,OMIM:614934
3480,IGF1R,MENDELIAN,OMIM:270450
23639,DNAAF11,MENDELIAN,OMIM:614935
10299,MARCHF6,MENDELIAN,OMIM:613608
374407,DNAJB13,MENDELIAN,OMIM:617091
1280,COL2A1,MENDELIAN,OMIM:271700
11113,CIT,MENDELIAN,OMIM:617090
10128,LRPPRC,MENDELIAN,OMIM:220111
3376,IARS1,MENDELIAN,OMIM:617093
83538,ODAD4,MENDELIAN,OMIM:617092
90268,OTULIN,MENDELIAN,OMIM:617099
1050,CEBPA,MENDELIAN,OMIM:601626
3845,KRAS,MENDELIAN,OMIM:601626
8021,NUP214,MENDELIAN,OMIM:601626
26511,CHIC2,POLYGENIC,OMIM:601626
1788,DNMT3A,MENDELIAN,OMIM:601626
8028,MLLT10,MENDELIAN,OMIM:601626
2322,FLT3,MENDELIAN,OMIM:601626
4026,LPP,MENDELIAN,OMIM:601626
3815,KIT,MENDELIAN,OMIM:601626
8301,PICALM,MENDELIAN,OMIM:601626
7015,TERT,POLYGENIC,OMIM:601626
2624,GATA2,POLYGENIC,OMIM:601626
861,RUNX1,MENDELIAN,OMIM:601626
4869,NPM1,MENDELIAN,OMIM:601626
3717,JAK2,MENDELIAN,OMIM:601626
6455,SH3GL1,MENDELIAN,OMIM:601626
2120,ETV6,MENDELIAN,OMIM:601626
146227,BEAN1,MENDELIAN,OMIM:117210
6834,SURF1,MENDELIAN,OMIM:220110
4570,MT-TN,MENDELIAN,OMIM:220110
4574,MT-TS1,MENDELIAN,OMIM:220110
124404,SEPTIN12,MENDELIAN,OMIM:614822
4091,SMAD6,MENDELIAN,OMIM:614823
478,ATP1A3,MENDELIAN,OMIM:614820
56916,SMARCAD1,MENDELIAN,OMIM:129200
6091,ROBO1,MENDELIAN,OMIM:257400
11136,SLC7A9,MENDELIAN,OMIM:220100
6519,SLC3A1,MENDELIAN,OMIM:220100
8443,GNPAT,MENDELIAN,OMIM:222765
84892,POMGNT2,MENDELIAN,OMIM:614830
2332,FMR1,MENDELIAN,OMIM:311360
25914,RTTN,MENDELIAN,OMIM:614833
973,CD79A,MENDELIAN,OMIM:613501
3543,IGLL1,MENDELIAN,OMIM:613500
2911,GRM1,MENDELIAN,OMIM:614831
152816,ODAPH,MENDELIAN,OMIM:614832
29760,BLNK,MENDELIAN,OMIM:613502
84634,KISS1R,MENDELIAN,OMIM:614837
26012,NSMF,MENDELIAN,OMIM:614838
2992,GYG1,MENDELIAN,OMIM:613507
56262,LRRC8A,MENDELIAN,OMIM:613506
59341,TRPV4,MENDELIAN,OMIM:613508
6866,TAC3,MENDELIAN,OMIM:614839
54658,UGT1A1,MENDELIAN,OMIM:143500
2273,FHL1,MENDELIAN,OMIM:300696
2273,FHL1,MENDELIAN,OMIM:300695
2892,GRIA3,MENDELIAN,OMIM:300699
1540,CYLD,MENDELIAN,OMIM:601606
6870,TACR3,MENDELIAN,OMIM:614840
2796,GNRH1,MENDELIAN,OMIM:614841
23090,ZNF423,MENDELIAN,OMIM:614844
22897,CEP164,MENDELIAN,OMIM:614845
3814,KISS1,MENDELIAN,OMIM:614842
7187,TRAF3,POLYGENIC,OMIM:614849
6513,SLC2A1,POLYGENIC,OMIM:614847
646960,PRSS56,MENDELIAN,OMIM:613517
7276,TTR,MENDELIAN,OMIM:105210
1717,DHCR7,MENDELIAN,OMIM:270400
8802,SUCLG1,MENDELIAN,OMIM:245400
5290,PIK3CA,MENDELIAN,OMIM:155500
132158,GLYCTK,MENDELIAN,OMIM:220120
51199,NIN,MENDELIAN,OMIM:614851
22995,CEP152,MENDELIAN,OMIM:614852
6495,SIX1,MENDELIAN,OMIM:605192
148022,TICAM1,POLYGENIC,OMIM:614850
649,BMP1,MENDELIAN,OMIM:614856
5193,PEX12,MENDELIAN,OMIM:614859
5826,ABCD4,MENDELIAN,OMIM:614857
55717,WDR11,MENDELIAN,OMIM:614858
50846,DHH,MENDELIAN,OMIM:233420
335,APOA1,MENDELIAN,OMIM:105200
567,B2M,MENDELIAN,OMIM:105200
4069,LYZ,MENDELIAN,OMIM:105200
2243,FGA,MENDELIAN,OMIM:105200
4204,MECP2,MENDELIAN,OMIM:300673
6792,CDKL5,MENDELIAN,OMIM:300672
116085,SLC22A12,MENDELIAN,OMIM:220150
65109,UPF3B,MENDELIAN,OMIM:300676
197257,LDHD,MENDELIAN,OMIM:245450
5190,PEX6,MENDELIAN,OMIM:614862
5190,PEX6,MENDELIAN,OMIM:614863
4878,NPPA,MENDELIAN,OMIM:612201
54084,TSPEAR,MENDELIAN,OMIM:614861
5828,PEX2,MENDELIAN,OMIM:614866
5828,PEX2,MENDELIAN,OMIM:614867
6789,STK4,MENDELIAN,OMIM:614868
10518,CIB2,MENDELIAN,OMIM:614869
4952,OCRL,MENDELIAN,OMIM:309000
6774,STAT3,MENDELIAN,OMIM:147060
5192,PEX10,MENDELIAN,OMIM:614870
55670,PEX26,MENDELIAN,OMIM:614873
54919,DNAAF5,MENDELIAN,OMIM:614874
5192,PEX10,MENDELIAN,OMIM:614871
55670,PEX26,MENDELIAN,OMIM:614872
9409,PEX16,MENDELIAN,OMIM:614877
5336,PLCG2,MENDELIAN,OMIM:614878
9409,PEX16,MENDELIAN,OMIM:614876
1588,CYP19A1,MENDELIAN,OMIM:613546
5832,ALDH18A1,MENDELIAN,OMIM:219150
5191,PEX7,MENDELIAN,OMIM:614879
2130,EWSR1,MENDELIAN,OMIM:612219
4867,NPHP1,MENDELIAN,OMIM:256100
7837,PXDN,MENDELIAN,OMIM:269400
9180,OSMR,MENDELIAN,OMIM:105250
5230,PGK1,MENDELIAN,OMIM:300653
9394,HS6ST1,POLYGENIC,OMIM:614880
3300,DNAJB2,MENDELIAN,OMIM:614881
254065,BRWD3,MENDELIAN,OMIM:300659
91147,TMEM67,MENDELIAN,OMIM:613550
5194,PEX13,MENDELIAN,OMIM:614885
54414,SIAE,POLYGENIC,OMIM:613551
8504,PEX3,MENDELIAN,OMIM:614882
7450,VWF,MENDELIAN,OMIM:613554
5194,PEX13,MENDELIAN,OMIM:614883
5078,PAX4,MENDELIAN,OMIM:612225
3460,IFNGR2,MENDELIAN,OMIM:614889
5824,PEX19,MENDELIAN,OMIM:614886
5078,PAX4,POLYGENIC,OMIM:612227
5195,PEX14,MENDELIAN,OMIM:614887
4092,SMAD7,POLYGENIC,OMIM:612229
91574,MTRFR,MENDELIAN,OMIM:613559
5631,PRPS1,MENDELIAN,OMIM:300661
3594,IL12RB1,MENDELIAN,OMIM:614891
6772,STAT1,MENDELIAN,OMIM:614892
51067,YARS2,MENDELIAN,OMIM:613561
3593,IL12B,MENDELIAN,OMIM:614890
57716,PRX,MENDELIAN,OMIM:614895
867,CBL,MENDELIAN,OMIM:613563
776,CACNA1D,MENDELIAN,OMIM:614896
3394,IRF8,MENDELIAN,OMIM:614893
3329,HSPD1,MENDELIAN,OMIM:612233
51475,CABP2,MENDELIAN,OMIM:614899
10661,KLF1,MENDELIAN,OMIM:613566
2316,FLNA,MENDELIAN,OMIM:311300
10371,SEMA3A,POLYGENIC,OMIM:614897
1261,CNGA3,MENDELIAN,OMIM:216900
137492,VPS37A,MENDELIAN,OMIM:614898
8148,TAF15,MENDELIAN,OMIM:612237
8013,NR4A3,MENDELIAN,OMIM:612237
1785,DNM2,MENDELIAN,OMIM:606482
8729,GBF1,MENDELIAN,OMIM:606483
2776,GNAQ,MENDELIAN,OMIM:185300
5447,POR,MENDELIAN,OMIM:613571
3741,KCNA5,MENDELIAN,OMIM:612240
4683,NBN,MENDELIAN,OMIM:251260
81607,NECTIN4,MENDELIAN,OMIM:613573
100151683,RNU4ATAC,MENDELIAN,OMIM:210710
3663,IRF5,POLYGENIC,OMIM:612245
84100,ARL6,MENDELIAN,OMIM:613575
5243,ABCB1,POLYGENIC,OMIM:612244
2261,FGFR3,MENDELIAN,OMIM:612247
50939,IMPG2,MENDELIAN,OMIM:613581
5148,PDE6G,MENDELIAN,OMIM:613582
3663,IRF5,POLYGENIC,OMIM:612251
6775,STAT4,POLYGENIC,OMIM:612253
94137,RP1L1,MENDELIAN,OMIM:613587
6272,SORT1,MENDELIAN,OMIM:613589
2706,GJB2,MENDELIAN,OMIM:148350
4359,MPZ,MENDELIAN,OMIM:607791
4297,KMT2A,MENDELIAN,OMIM:605130
5932,RBBP8,MENDELIAN,OMIM:251255
149233,IL23R,POLYGENIC,OMIM:612261
4615,MYD88,MENDELIAN,OMIM:612260
219931,TPCN2,MENDELIAN,OMIM:612267
2562,GABRB3,POLYGENIC,OMIM:612269
23092,ARHGAP26,MENDELIAN,OMIM:607785
4763,NF1,MENDELIAN,OMIM:607785
867,CBL,MENDELIAN,OMIM:607785
5781,PTPN11,MENDELIAN,OMIM:607785
9056,SLC7A7,MENDELIAN,OMIM:222700
4306,NR3C2,MENDELIAN,OMIM:605115
10019,SH2B3,MENDELIAN,OMIM:187950
811,CALR,MENDELIAN,OMIM:187950
7066,THPO,MENDELIAN,OMIM:187950
3549,IHH,MENDELIAN,OMIM:607778
1508,CTSB,MENDELIAN,OMIM:148370
7046,TGFBR1,POLYGENIC,OMIM:132800
7306,TYRP1,MENDELIAN,OMIM:612271
79796,ALG9,MENDELIAN,OMIM:263210
345611,IRGM,POLYGENIC,OMIM:612278
175,AGA,MENDELIAN,OMIM:208400
5116,PCNT,MENDELIAN,OMIM:210720
29980,DONSON,MENDELIAN,OMIM:251230
51128,SAR1B,MENDELIAN,OMIM:246700
57338,JPH3,MENDELIAN,OMIM:606438
80270,HSD3B7,MENDELIAN,OMIM:607765
6505,SLC1A1,MENDELIAN,OMIM:222730
348938,NIPAL4,MENDELIAN,OMIM:612281
57545,CC2D2A,MENDELIAN,OMIM:612285
57545,CC2D2A,MENDELIAN,OMIM:612284
9368,NHERF1,MENDELIAN,OMIM:612287
6569,SLC34A1,MENDELIAN,OMIM:612286
29957,SLC25A24,MENDELIAN,OMIM:612289
123041,SLC24A4,MENDELIAN,OMIM:210750
3199,HOXA2,MENDELIAN,OMIM:612290
51305,KCNK9,MENDELIAN,OMIM:612292
200894,ARL13B,MENDELIAN,OMIM:612291
3295,HSD17B4,MENDELIAN,OMIM:233400
100506658,OCLN,MENDELIAN,OMIM:251290
7253,TSHR,MENDELIAN,OMIM:275200
9414,TJP2,MENDELIAN,OMIM:607748
6326,SCN2A,MENDELIAN,OMIM:607745
51294,PCDH12,MENDELIAN,OMIM:251280
10269,ZMPSTE24,MENDELIAN,OMIM:275210
1807,DPYS,MENDELIAN,OMIM:222748
10516,FBLN5,MENDELIAN,OMIM:219100
4359,MPZ,MENDELIAN,OMIM:607736
7148,TNXB,MENDELIAN,OMIM:606408
4747,NEFL,MENDELIAN,OMIM:607734
5307,PITX1,MENDELIAN,OMIM:119800
96459,FNIP1,MENDELIAN,OMIM:619705
85378,TUBGCP6,MENDELIAN,OMIM:251270
6688,SPI1,MENDELIAN,OMIM:619707
55753,OGDHL,MENDELIAN,OMIM:619701
100128908,CIROP,MENDELIAN,OMIM:619702
5297,PI4KA,MENDELIAN,OMIM:619708
5604,MAP2K1,MENDELIAN,OMIM:163950
673,BRAF,MENDELIAN,OMIM:163950
5781,PTPN11,MENDELIAN,OMIM:163950
8328,GFI1B,MENDELIAN,OMIM:187900
3265,HRAS,UNKNOWN,ORPHA:79414
472,ATM,UNKNOWN,ORPHA:370109
26191,PTPN22,UNKNOWN,ORPHA:397
3106,HLA-B,UNKNOWN,ORPHA:397
3123,HLA-DRB1,UNKNOWN,ORPHA:397
8974,P4HA2,UNKNOWN,ORPHA:397
3064,HTT,UNKNOWN,ORPHA:399
6515,SLC2A3,UNKNOWN,ORPHA:399
875,CBS,UNKNOWN,ORPHA:394
4625,MYH7,UNKNOWN,ORPHA:636970
6662,SOX9,UNKNOWN,ORPHA:393
6658,SOX3,UNKNOWN,ORPHA:393
2516,NR5A1,UNKNOWN,ORPHA:393
6736,SRY,UNKNOWN,ORPHA:393
190,NR0B1,UNKNOWN,ORPHA:393
4524,MTHFR,UNKNOWN,ORPHA:395
6910,TBX5,UNKNOWN,ORPHA:392
